biome * ffffff ffffff ffffff
biome 6 e0ffae 6a7039 6a7039
biome 29 ffffff 939984 ffffff
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 45 2e535f 404840 405340
biome 46 0077ee 55ff81 66ffc5
biome 47 cc1188 6d4189 7c6d87
biome 48 e0ffae a686a6 a686a6
biome 56 ffffff 554114 e94e14
biome 58 ffffff 8e86a6 8e86a6
biome 59 ffffff ffff3f ffff3f
biome 60 6c2c2c 572e23 64260f
biome 68 f08000 ffffff ffffff
biome 134 e0ffae 6a7039 6a7039
biome 157 ffffff 939984 ffffff
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
blocktype * * normal
block 1370 6 ff81775e
block 1370 7 ff81775e
block 1371 * ff565444
block 1371 8 ff585746
block 1371 9 ff585746
block 1371 10 ff585746
block 1371 11 ff585746
block 1371 12 ff585746
block 1371 13 ff585746
block 1371 14 ff585746
block 1371 15 ff585746
block 1372 * ff8c8b77
block 1372 0 ff868571
block 1372 1 ff868571
block 1372 2 ff868571
block 1372 3 ff868571
block 1372 4 ff868571
block 1372 5 ff868571
block 1372 6 ff868571
block 1372 7 ff868571
block 1373 * ff8d8b79
block 1373 0 ff86826d
block 1373 1 ff86826d
block 1373 2 ff86826d
block 1373 3 ff86826d
block 1373 4 ff86826d
block 1373 5 ff86826d
block 1373 6 ff86826d
block 1373 7 ff86826d
block 1374 * ff716b5b
block 1374 0 ff969385
block 1374 1 ff969385
block 1374 2 ff969385
block 1374 3 ff969385
block 1374 4 ff969385
block 1374 5 ff969385
block 1374 6 ff969385
block 1374 7 ff969385
block 1375 * ffacacac
block 1375 0 ffc3c3c3
block 1375 1 ffb5b5b5
block 1375 2 ffababab
block 1375 3 ffaeaa9f
block 1375 4 ffadadad
block 1375 5 ffa7a6a4
block 1375 6 ffa3a3a3
block 1375 7 ffa3a3a3
block 1375 8 ffadadad
block 1375 9 ffb0b0b0
block 1375 10 ffa4a4a3
block 1375 11 ffa4a3a2
block 1375 12 ffaeaeae
block 1375 14 ffa7a7a7
block 1376 * ffa7a6a4
block 1376 0 ffc3c3c3
block 1376 1 ffb5b5b5
block 1376 2 ffababab
block 1376 3 ffaeaa9f
block 1376 4 ffacacac
block 1376 8 ffadadad
block 1376 9 ffb0b0b0
block 1376 10 ffa4a4a3
block 1376 11 ffa4a3a2
block 1376 12 ffaeaeae
block 1376 13 ffa9a9a9
block 1376 14 ffa7a7a7
block 1376 15 ffacacac
block 1377 * ffa7a6a4
block 1377 0 ffc3c3c3
block 1377 1 ffb5b5b5
block 1377 2 ffababab
block 1377 3 ffaeaa9f
block 1377 4 ffacacac
block 1377 8 ffadadad
block 1377 9 ffb0b0b0
block 1377 10 ffa4a4a3
block 1377 11 ffa4a3a2
block 1377 12 ffaeaeae
block 1377 13 ffa9a9a9
block 1377 14 ffa7a7a7
block 1377 15 ffacacac
block 1378 * ffb5b5b5
block 1378 0 ffc3c3c3
block 1378 1 ffc3c3c3
block 1378 2 ffc3c3c3
block 1378 3 ffc3c3c3
block 1378 4 ffc3c3c3
block 1378 5 ffc3c3c3
block 1378 6 ffc3c3c3
block 1378 7 ffc3c3c3
block 1379 * ffaeaa9f
block 1379 0 ffababab
block 1379 1 ffababab
block 1379 2 ffababab
block 1379 3 ffababab
block 1379 4 ffababab
block 1379 5 ffababab
block 1379 6 ffababab
block 1379 7 ffababab
block 1380 * ffa7a6a4
block 1380 0 ffacacac
block 1380 1 ffacacac
block 1380 2 ffacacac
block 1380 3 ffacacac
block 1380 4 ffacacac
block 1380 5 ffacacac
block 1380 6 ffacacac
block 1380 7 ffacacac
block 1381 * ffa7a6a4
block 1382 * ffadadad
block 1382 8 ffb0b0b0
block 1382 9 ffb0b0b0
block 1382 10 ffb0b0b0
block 1382 11 ffb0b0b0
block 1382 12 ffb0b0b0
block 1382 13 ffb0b0b0
block 1382 14 ffb0b0b0
block 1382 15 ffb0b0b0
block 1383 * ffa4a4a3
block 1383 8 ffa4a3a2
block 1383 9 ffa4a3a2
block 1383 10 ffa4a3a2
block 1383 11 ffa4a3a2
block 1383 12 ffa4a3a2
block 1383 13 ffa4a3a2
block 1383 14 ffa4a3a2
block 1383 15 ffa4a3a2
block 1384 * ffa9a9a9
block 1384 0 ffaeaeae
block 1384 1 ffaeaeae
block 1384 2 ffaeaeae
block 1384 3 ffaeaeae
block 1384 4 ffaeaeae
block 1384 5 ffaeaeae
block 1384 6 ffaeaeae
block 1384 7 ffaeaeae
block 1385 * ffacacac
block 1385 0 ffa7a7a7
block 1385 1 ffa7a7a7
block 1385 2 ffa7a7a7
block 1385 3 ffa7a7a7
block 1385 4 ffa7a7a7
block 1385 5 ffa7a7a7
block 1385 6 ffa7a7a7
block 1385 7 ffa7a7a7
block 1387 * ffb4b4b4
block 1387 0 ffc6c6c6
block 1387 1 ffc6c6c6
block 1387 2 ffcbcbcb
block 1387 3 ffc6c6c6
block 1387 14 ffc6c6c6
block 1388 * ffb4b4b4
block 1388 0 ffc6c6c6
block 1388 1 ffc6c6c6
block 1388 2 ffcbcbcb
block 1388 3 ffc6c6c6
block 1388 14 ffc6c6c6
block 1389 * ff7c007c
block 1389 0 ff86834a
block 1389 1 ff868444
block 1389 2 ff8b9e4c
block 1389 3 ff788857
block 1389 4 ff747338
block 1390 * ff7c007c
block 1390 0 ff898177
block 1390 1 ff8a8177
block 1390 2 ff8c929f
block 1390 3 ff79818a
block 1390 4 ff736264
block 1391 0 ff7c007c
block 1391 1 ff0f1b56
block 1391 2 ff633129
block 1391 3 ff76423c
block 1391 4 ff624736
block 1391 5 ff5b4035
block 1391 6 ff462b4d
block 1391 7 ff623c0b
block 1391 8 ff472111
block 1391 9 ff7d5a46
block 1391 10 ff8c564d
block 1391 11 ff994e44
block 1391 12 ff8a3d37
block 1391 13 ff683938
block 1391 14 ff502420
block 1391 15 ff482522
block 1392 * ff7c007c
block 1392 1 ff733a30
block 1392 2 ff662b22
block 1392 3 ff5b312e
block 1392 4 ff061456
block 1392 5 ff030d53
block 1392 6 ff6c3e3c
block 1392 7 ff6d3534
block 1392 8 ff804744
block 1392 9 ff654938
block 1392 10 ff985c56
block 1392 11 ffa75149
block 1392 12 ff75342f
block 1392 13 ff48201e
block 1392 14 ff67061b
block 1393 * ff210d26
block 1393 0 ff7c007c
block 1393 1 ff1e0c27
block 1393 2 ff220e2c
block 1393 3 ff1e0426
block 1393 4 ff1c0924
block 1393 5 ff180322
block 1393 6 ff1f0924
block 1393 7 ff16031b
block 1393 8 ff1e0525
block 1393 9 ff16031c
block 1393 10 ff15021b
block 1393 11 ff1a0520
block 1393 12 ff15021a
block 1393 14 ff26162c
block 1394 * c7aabed9
block 1394 0 ff7c007c
block 1394 1 c4b1c8e1
block 1394 2 c7a7bbd6
block 1394 3 c7bdc7dc
block 1394 4 c7aabed8
block 1394 5 c7a8bcd7
block 1394 7 c7aabdd8
block 1394 8 c7a6bad6
block 1394 9 c7afc1d9
block 1394 10 c78a9db7
block 1394 13 c7879ab3
block 1394 14 c7b1c2d9
block 1394 15 c795a8c1
block 1396 * c4b1c8e1
block 1396 0 ffa7c2d6
block 1396 1 ffa7c2d6
block 1396 2 ffa7c2d6
block 1396 3 ffa7c2d6
block 1396 4 ffa7c2d6
block 1396 5 ffa7c2d6
block 1396 6 ffa7c2d6
block 1396 7 ffa7c2d6
block 1397 * c7a7bbd6
block 1397 8 c7bdc7dc
block 1397 9 c7bdc7dc
block 1397 10 c7bdc7dc
block 1397 11 c7bdc7dc
block 1397 12 c7bdc7dc
block 1397 13 c7bdc7dc
block 1397 14 c7bdc7dc
block 1397 15 c7bdc7dc
block 1398 * c7a8bcd7
block 1398 0 c7aabed8
block 1398 1 c7aabed8
block 1398 2 c7aabed8
block 1398 3 c7aabed8
block 1398 4 c7aabed8
block 1398 5 c7aabed8
block 1398 6 c7aabed8
block 1398 7 c7aabed8
block 1399 * c7aabdd8
block 1399 0 c7aabed9
block 1399 1 c7aabed9
block 1399 2 c7aabed9
block 1399 3 c7aabed9
block 1399 4 c7aabed9
block 1399 5 c7aabed9
block 1399 6 c7aabed9
block 1399 7 c7aabed9
block 1400 * c7a6bad6
block 1400 8 c7afc1d9
block 1400 9 c7afc1d9
block 1400 10 c7afc1d9
block 1400 11 c7afc1d9
block 1400 12 c7afc1d9
block 1400 13 c7afc1d9
block 1400 14 c7afc1d9
block 1400 15 c7afc1d9
block 1401 * c78a9db7
block 1401 8 c7aabed9
block 1401 9 c7aabed9
block 1401 10 c7aabed9
block 1401 11 c7aabed9
block 1401 12 c7aabed9
block 1401 13 c7aabed9
block 1401 14 c7aabed9
block 1401 15 c7aabed9
block 1402 * c7879ab3
block 1402 0 c7aabed9
block 1402 1 c7aabed9
block 1402 2 c7aabed9
block 1402 3 c7aabed9
block 1402 4 c7aabed9
block 1402 5 c7aabed9
block 1402 6 c7aabed9
block 1402 7 c7aabed9
block 1403 * c795a8c1
block 1403 0 c7b1c2d9
block 1403 1 c7b1c2d9
block 1403 2 c7b1c2d9
block 1403 3 c7b1c2d9
block 1403 4 c7b1c2d9
block 1403 5 c7b1c2d9
block 1403 6 c7b1c2d9
block 1403 7 c7b1c2d9
block 1404 * ff7c007c
block 1404 0 ffa49485
block 1404 1 ff958371
block 1404 2 ff897460
block 1404 3 ff9e9186
block 1404 4 ffbeb5ac
block 1404 5 ffbdb4ac
block 1404 6 ffada09e
block 1404 7 ffe0e0e0
block 1404 8 ff765e47
block 1405 * ff7c007c
block 1405 0 ffa49485
block 1405 1 ff958371
block 1405 2 ff897460
block 1405 3 ff9e9186
block 1405 4 ffbeb5ac
block 1405 5 ffbdb4ac
block 1405 6 ffada09e
block 1405 7 ffe0e0e0
block 1405 8 ff765e47
block 1406 * ff946639
block 1407 * ffc07615
block 1408 * ffc07615
block 1409 * ffc07615
block 1410 * ffc07615
block 1411 * ffc07615
block 1412 * ffc07615
block 1413 * ffc07615
block 1414 * ffc07615
block 1415 * ffc07615
block 1416 * ffc07615
block 1417 * ffc07615
block 1418 * ffc07615
block 1419 * ffc07615
block 1420 * ffc07615
block 1421 * ffc07615
block 1422 * ffc07615
block 1423 0 ff7c007c
block 1423 1 ffad0000
block 1423 2 ffb40900
block 1423 3 ffae0a00
block 1423 4 ffb20a00
block 1423 5 ffa10300
block 1423 6 ffa70200
block 1423 7 ff890100
block 1423 8 ffb90001
block 1423 9 ffaf0300
block 1423 10 ff840100
block 1423 11 ff9d0100
block 1423 12 ffa30801
block 1423 13 ffb50300
block 1423 14 ff7f0501
block 1423 15 ff8e0601
block 1424 * 22ac9843
block 1424 0 30efefef
block 1424 1 2fad9943
block 1424 2 22efefef
block 1424 4 30efefef
block 1424 5 2fad9943
block 1424 6 22efefef
block 1424 8 30efefef
block 1424 9 2fad9943
block 1424 10 22efefef
block 1424 12 30efefef
block 1424 13 2fad9943
block 1424 14 22efefef
block 1425 * ffdad29e
block 1425 0 ff7c007c
block 1425 1 ff7c007c
block 1425 2 ff7c007c
block 1425 4 ffd5ce9e
block 1425 5 ffd5ce9e
block 1425 6 ffd5ce9e
block 1425 7 ffd5ce9e
block 1425 12 ffd3cc9d
block 1425 13 ffcfc99c
block 1425 14 ffcdc79c
block 1425 15 ffd1ca9c
block 1426 * ffdad29e
block 1427 * ff7c007c
block 1427 0 ff727a7c
block 1427 1 ff788082
block 1427 2 ff8e9c9e
block 1427 3 ff758385
block 1427 4 ff77797b
block 1427 5 ff899699
block 1428 * ffded7aa
block 1428 8 ffd4cc9c
block 1428 9 ffd4cc9c
block 1428 10 ffd4cc9c
block 1428 11 ffd4cc9c
block 1428 12 ffddd6a7
block 1428 13 ffddd6a7
block 1428 14 ffd4cc9c
block 1428 15 ffdad2a0
block 1429 * ff8f8f8f
block 1429 8 ff7d7d7d
block 1429 9 ff7d7d7d
block 1429 10 ff7d7d7d
block 1429 11 ff7d7d7d
block 1429 12 ff8e8e8e
block 1429 13 ff8e8e8e
block 1429 14 ff7d7d7d
block 1429 15 ff8d8d8d
block 1430 * ff21102a
block 1430 8 ff1e0c27
block 1430 9 ff1e0c27
block 1430 10 ff1e0c27
block 1430 11 ff1e0c27
block 1430 14 ff1e0c27
block 1430 15 ff210d26
block 1431 * ff7c007c
block 1431 0 ff5d666c
block 1431 1 ff606b71
block 1431 2 ff677782
block 1431 3 ff54616a
block 1431 4 ff5e666b
block 1431 5 ff66757f
block 1432 * ff747474
block 1432 0 ff433c3a
block 1432 1 ff34373c
block 1432 2 ff3e2c25
block 1432 3 ff363537
block 1432 4 ff6e6e6e
block 1432 5 ff757575
block 1432 6 ff757575
block 1432 9 ff7f7f7f
block 1432 10 ff6c6c6c
block 1432 11 ff6a6a6a
block 1432 12 ff7a7a7a
block 1432 13 ff7b7b7b
block 1432 14 ff818181
block 1432 15 ff767676
block 1433 * ff7c007c
block 1433 0 fff0d29e
block 1433 1 ffebc488
block 1434 * ff5c5c5c
block 1434 0 ff494340
block 1434 1 ff67664e
block 1434 2 ff657071
block 1434 3 ff5d544e
block 1434 5 ff494c46
block 1434 7 ff7b6c63
block 1434 8 ff808267
block 1434 9 ff7b785f
block 1434 10 ff674a1b
block 1434 11 ff443a32
block 1434 12 ff737c79
block 1434 13 ff434d4f
block 1434 15 ff4b4338
block 1435 * ff7c007c
block 1435 0 af574f4b
block 1435 1 ff5c5c5c
block 1435 2 ff5c5c5c
block 1435 3 ff5c5c5c
block 1436 * ff7c007c
block 1436 0 ff696c6d
block 1436 1 ff585858
block 1437 * ff657091
block 1437 0 ff636e8f
block 1437 1 ff495270
block 1437 4 ff646e8f
block 1437 5 ff657090
block 1437 6 ff646f8f
block 1437 7 ff646e8f
block 1437 8 ff657090
block 1437 12 ff657090
block 1437 13 ff606b8c
block 1437 14 ff848fae
block 1437 15 ff808bac
block 1438 * ff577d78
block 1438 0 ff547b76
block 1438 1 ff3f645d
block 1438 3 ff577e78
block 1438 4 ff557b76
block 1438 6 ff567c77
block 1438 7 ff557c77
block 1438 8 ff567d78
block 1438 12 ff567d78
block 1438 13 ff527873
block 1438 14 ff709690
block 1438 15 ff6c938e
block 1439 * ff7c007c
block 1439 0 ff71838e
block 1439 1 ff768996
block 1439 2 ff8baabc
block 1439 3 ff7392a3
block 1439 4 ff708395
block 1439 5 ff87a5b8
block 1440 * ff7c007c
block 1440 0 ff4d4063
block 1440 1 ff473b5c
block 1440 2 ff3d334f
block 1440 3 ff3c324d
block 1440 4 ff322a41
block 1440 5 ff31283a
block 1441 * 17d1bd9b
block 1442 * 18b9a383
block 1443 * 7fcccab3
block 1444 * 7fc2a792
block 1445 * 45312c24
block 1446 * 4d2e2a23
block 1447 * 7fab3431
block 1448 * 7fbf6443
block 1449 * 3db1b09e
block 1450 * 1fbab7a8
block 1451 0 ff515151
block 1451 1 ff474747
block 1451 2 ff392c43
block 1451 3 ff523f59
block 1451 4 ff372e23
block 1451 5 ff787878
block 1451 6 ff414141
block 1451 7 ff7a7b7a
block 1451 8 ff0c1a27
block 1451 9 ff1b2531
block 1451 10 ff464646
block 1451 11 ff1b2834
block 1451 12 ff161616
block 1451 13 ff141414
block 1451 14 ff262626
block 1451 15 ff828382
block 1452 * ff7c007c
block 1452 0 ff495e2b
block 1452 1 ff6b8640
block 1452 2 ff678542
block 1452 3 ff546d39
block 1452 4 ff5d6d46
block 1452 5 ff668143
block 1453 * ff7c007c
block 1453 0 ffb388b2
block 1453 1 ffb4a3a8
block 1453 2 ff777777
block 1453 3 ffb45a93
block 1453 4 ff85727d
block 1453 5 ffc673a4
block 1453 6 ffbc6f9d
block 1453 7 ffbf709f
block 1453 8 ffc97595
block 1453 9 ffd17fb0
block 1454 * ff7c007c
block 1454 0 ff442251
block 1454 1 ff451e56
block 1454 2 ff331740
block 1454 3 ff26102b
block 1454 4 ff5a2e62
block 1454 5 ff3e2f44
block 1454 6 ff2d183c
block 1454 7 ff1e142c
block 1455 * ff7c007c
block 1455 0 d7462253
block 1455 1 6f3f1b4f
block 1455 2 3b110419
block 1455 3 f028112c
block 1455 4 7a7b437d
block 1455 5 9b3e3b40
block 1455 6 93231634
block 1455 7 bf11081e
block 1456 0 ff7c007c
block 1456 1 ff56214e
block 1456 2 ff561b5f
block 1456 3 ff4b2461
block 1456 4 ff582c56
block 1456 5 ff4c2c55
block 1456 6 ff57205d
block 1456 7 ff461a4e
block 1456 8 ff4c2155
block 1456 9 ff442a62
block 1456 10 ff4f1a59
block 1456 11 ff481c60
block 1456 12 ff52204e
block 1456 13 ff461e4f
block 1456 14 ff551b4f
block 1456 15 ff42164b
block 1459 0 40c8c404
block 1459 1 371a7c0d
block 1459 2 528f5e34
block 1459 3 89868686
block 1459 4 549e9e9e
block 1459 5 21cacaca
block 1459 6 56c9c9c9
block 1459 7 49bc931d
block 1459 8 61cfa600
block 1459 9 326ca073
block 1459 10 5d353636
block 1459 11 46979898
block 1459 12 5dbdbdbd
block 1459 13 67888804
block 1459 14 2da9a9a9
block 1459 15 ff7c007c
block 1460 * ff7c007c
block 1460 0 bf797979
block 1460 1 bd0d0d0d
block 1460 2 ae7d7d7d
block 1460 3 94696969
block 1460 4 e5828282
block 1460 5 8a6e6e6e
block 1460 6 b6848484
block 1461 * ffaf8f5b
block 1461 0 ff7c007c
block 1461 1 ff9e8150
block 1461 2 ff9a7d4d
block 1461 3 ff9d8254
block 1461 4 ff9e8253
block 1461 5 ff9a7e51
block 1461 6 ff9b8153
block 1461 7 ff8f7750
block 1461 10 ff8f7447
block 1461 11 ffa38758
block 1461 12 ff6b5736
block 1461 13 ffa58756
block 1461 14 ff897046
block 1461 15 ff8a7147
block 1462 * ff725636
block 1462 0 ff7c007c
block 1462 1 ff674d2f
block 1462 2 ff644a2d
block 1462 3 ff664e31
block 1462 4 ff674e31
block 1462 5 ff644c2f
block 1462 6 ff654d31
block 1462 7 ff5d482f
block 1462 10 ff5d4529
block 1462 11 ff6a5134
block 1462 12 ff45341f
block 1462 13 ff6c5132
block 1462 14 ff594329
block 1462 15 ff5a4429
block 1463 * ffbca570
block 1463 0 ff7c007c
block 1463 1 ffb59f6b
block 1463 2 ffb39d69
block 1463 3 ffb49f6c
block 1463 4 ffb49f6c
block 1463 5 ffb29d6b
block 1463 6 ffb39e6c
block 1463 7 ffad996a
block 1463 10 ffae9866
block 1463 11 ffb7a16e
block 1463 12 ff99865b
block 1463 13 ffb8a16d
block 1463 14 ffa38d5d
block 1463 15 ffa48e5d
block 1464 * ffaf7e5b
block 1464 0 ff7c007c
block 1464 1 ff9e7150
block 1464 2 ff9a6d4d
block 1464 3 ff9d7354
block 1464 4 ff9e7353
block 1464 5 ff9a6f51
block 1464 6 ff9b7253
block 1464 7 ff8f6b50
block 1464 10 ff8f6547
block 1464 11 ffa37758
block 1464 12 ff6b4c36
block 1464 13 ffa57756
block 1464 14 ff896346
block 1464 15 ff8a6347
block 1465 * ff975213
block 1465 0 ff7c007c
block 1465 1 ff894a1f
block 1465 2 ff87481b
block 1465 3 ff8a4416
block 1465 4 ff884214
block 1465 5 ff894416
block 1465 6 ff8d4816
block 1465 7 ff894418
block 1465 10 ff793d1b
block 1465 11 ff8f4917
block 1465 12 ff894316
block 1465 13 ff904b16
block 1465 14 ff874316
block 1465 15 ff8d481b
block 1466 * ff59320b
block 1466 0 ff7c007c
block 1466 1 ff58310e
block 1466 2 ff57300e
block 1466 3 ff674220
block 1466 4 ff633f1f
block 1466 5 ff643f1f
block 1466 6 ff563210
block 1466 7 ff4e2b0f
block 1466 10 ff4f290d
block 1466 11 ff55310f
block 1466 12 ff543011
block 1466 13 ff582f08
block 1466 14 ff543012
block 1466 15 ff593517
block 1467 0 ffdddddd
block 1467 1 ffdb7d3e
block 1467 2 ffb450bc
block 1467 3 ff6a8ac9
block 1467 4 ffb1a527
block 1467 5 ff41ae38
block 1467 6 ffd08498
block 1467 7 ff404040
block 1467 8 ff9aa1a1
block 1467 9 ff2e6e89
block 1467 10 ff7e3db6
block 1467 11 ff2e388d
block 1467 12 ff4f321f
block 1467 13 ff35461b
block 1467 14 ff963430
block 1467 15 ff191616
block 1468 * ff6c6c6c
block 1469 * ff6c6c6c
block 1469 1 ff626262
block 1469 4 ffaeaa4f
block 1470 * ff7e7e7e
block 1470 1 ff616161
block 1471 * ffb57347
block 1472 * ff7d7d7d
block 1473 * ff7d7d7d
block 1474 * ffa3a05a
block 1475 0 ffd0d0d0
block 1475 1 ffc55800
block 1475 2 ffad298f
block 1475 3 ff7a91d6
block 1475 4 ffbca11b
block 1475 5 ff3fa840
block 1475 6 ffbc708e
block 1475 7 ff454545
block 1475 8 ff8d8d8d
block 1475 9 ff499086
block 1475 10 ff6f306f
block 1475 11 ff37376f
block 1475 12 ff6f371b
block 1475 13 ff3d5b19
block 1475 14 ff9e1d1d
block 1475 15 ff1a1a1a
block 1476 0 ffb6b6b6
block 1476 1 ff736464
block 1477 * ffb6b6b6
block 1477 0 ff969393
block 1477 1 ffacacac
block 1477 6 ff818181
block 1477 8 ff9b9b9b
block 1477 10 ffa0968e
block 1477 14 ffb5aca2
block 1478 * ffb6b6b6
block 1478 1 ff867e6f
block 1478 2 ffb5a9a3
block 1478 3 ffb3cacb
block 1478 4 ff666167
block 1478 5 ff919191
block 1478 7 ffcdcdcd
block 1478 9 ff595f63
block 1478 10 ff7b7380
block 1478 11 ff919191
block 1478 12 ff9d9c9f
block 1478 14 ffad9889
block 1478 15 ff806f86
block 1479 * ffb6b6b6
block 1479 0 ffb69898
block 1479 1 ff919191
block 1479 2 ffa1a1a1
block 1479 4 ff856555
block 1479 6 ff979e93
block 1479 9 ff969596
block 1479 10 ffa9a6ac
block 1479 11 ffa1a3a5
block 1480 * ffe2e2e2
block 1480 0 bb636363
block 1480 1 ffbababa
block 1480 4 cf5e5e5e
block 1480 5 b3686868
block 1480 6 cf543737
block 1480 7 8b4c3434
block 1480 12 002bc7ac
block 1480 13 002bc7ac
block 1480 14 0c447d27
block 1480 15 09487b21
block 1481 * b75a4d4d
block 1482 * 4e6a645b
block 1483 * 7e5c5b52
block 1484 * ff736464
block 1485 * b380655e
block 1486 * b3795951
block 1487 * b368656b
block 1488 * b35e5f67
block 1489 * 604c5521
block 1490 * ff654a21
block 1490 0 ff9f8e69
block 1490 1 ff9f8e69
block 1490 2 ff9f8e69
block 1490 3 ff9f8e69
block 1491 0 ff0e4c01
block 1491 1 ff613b29
block 1491 4 ff0e4c01
block 1491 5 ff1b2903
block 1491 8 ff0e4c01
block 1491 9 ff1b2903
block 1491 12 ff0e4c01
block 1491 13 ff1b2903
block 1492 0 80e1e1e1
block 1492 1 80d56000
block 1492 2 80bb2d9b
block 1492 3 80849de7
block 1492 4 80cbae1e
block 1492 5 8044b545
block 1492 6 80cb799a
block 1492 7 804b4b4b
block 1492 8 80999999
block 1492 9 804f9c91
block 1492 10 80783478
block 1492 11 803c3c78
block 1492 12 80783c1e
block 1492 13 8042621b
block 1492 14 80ab2020
block 1492 15 801c1c1c
block 1493 0 80e1e1e1
block 1493 1 80d56000
block 1493 2 80bb2d9b
block 1493 3 80849de7
block 1493 4 80cbae1e
block 1493 5 8044b545
block 1493 6 80cb799a
block 1493 7 804b4b4b
block 1493 8 80999999
block 1493 9 804f9c91
block 1493 10 80783478
block 1493 11 803c3c78
block 1493 12 80783c1e
block 1493 13 8042621b
block 1493 14 80ab2020
block 1493 15 801c1c1c
block 1494 * ff959391
block 1494 1 ff94928f
block 1494 2 ffa69f92
block 1494 3 ff94928f
block 1494 4 ffa69f92
block 1495 * ffcdccca
block 1496 0 ab6c98e3
block 1496 1 ffe8e0c2
block 1496 2 ff3155a7
block 1496 3 ff14121b
block 1496 4 ffacacac
block 1496 5 ffe2eeee
block 1496 6 ae729bee
block 1496 7 ffeae2c0
block 1496 8 ff3358a9
block 1496 9 ff16141c
block 1496 10 ffadadab
block 1496 11 ffe5f1f1
block 1496 12 ffe0826b
block 1496 13 ff74401e
block 1496 14 ff90604b
block 1496 15 ff0f302d
block 1497 0 ff131212
block 1497 1 ffbcbbb6
block 1497 2 ff161515
block 1497 3 ffbebdb8
block 1497 4 ff100f0f
block 1497 5 ffa7a6a2
block 1497 6 ff121111
block 1497 7 ffa09e9a
block 1497 8 ff1a1716
block 1497 9 ffbfbbb5
block 1497 10 ff141313
block 1497 11 ffbebdb8
block 1498 * bcc06d85
block 1499 * ff265f0c
block 1500 * ff5c3d06
block 1501 * ffa86e00
block 1503 * ebc4c4c4
block 1504 * f301030d
block 1505 * f85b3200
block 1506 * f04e7111
block 1507 * e7412d51
block 1508 * f8a9755d
block 1509 * f7f6a395
block 1510 * ff663e16
block 1511 * f8b39976
block 1512 * ccb1b1b1
block 1513 * ff505959
block 1514 * ff505959
block 1515 * ff505959
block 1516 * ff545b34
block 1516 0 ff5b3435
block 1517 * ff505959
block 1518 * ff505959
block 1519 * ff284951
block 1520 * ff284951
block 1521 * ff505959
block 1522 * ff3a3b3b
block 1523 * ff946639
block 1524 * ff7a7158
block 1524 1 ff707244
block 1525 * ff7f765d
block 1526 * ff3a3b3b
block 1527 * ff3a3b3b
block 1528 * ff4e5756
block 1529 * ff3a3b3b
block 1530 0 ffe0d8c3
block 1530 1 ffb3742b
block 1530 2 ff70309a
block 1530 3 ff2696d0
block 1530 4 ffbb9920
block 1530 5 ff619a3c
block 1530 6 ffe2a8aa
block 1530 7 ff5b554c
block 1530 8 ff877f71
block 1530 9 ff14767d
block 1530 10 ff311f7a
block 1530 11 ff1c568f
block 1530 12 ff744a2a
block 1530 13 ff23612f
block 1530 14 ff873736
block 1530 15 ff24201c
block 1531 * ff2f3939
block 1532 * ff505959
block 1533 * ff505959
block 1534 * ff596160
block 1535 * bf580ac0
block 1536 * ff353f3f
block 1536 0 ff505959
block 1537 * 5303231e
block 1538 * db495252
block 1539 * ff505959
block 1540 * ff505959
block 1541 * ff66836a
block 1542 * ff475856
block 1543 * ff3a372b
block 1544 * ff3a372b
block 1545 * ff505959
block 1546 * ff505959
block 1547 * ff3a372b
block 1548 * ff3a372b
block 1549 * ff3a372b
block 1550 * fff8f8f8
block 1551 * ff505050
block 1552 * ff2f2f2f
block 1553 * 8f1f1f1f
block 1554 * ff766e5f
block 1556 * ff2b2b2f
block 1557 0 00d3d3d3
block 1557 2 00d3d3d3
block 1558 * a55d655a
block 1558 0 a55c6559
block 1558 2 a55c6559
block 1558 4 a55c6559
block 1558 9 a55c6559
block 1558 11 a55c6559
block 1558 13 a55c6559
block 1558 15 a55c6559
block 1559 * ff3a3b3b
block 1560 * 0f000000
block 1561 * ff0f0f0f
block 1562 * b3545c00
block 1563 * 8cffffff
block 1564 * 8c707043
block 1565 * 8c8a480e
block 1566 * ff6a5c4d
block 1566 0 ffa9a9a9
block 1566 1 ffd9934c
block 1566 2 ffb6c971
block 1566 3 ffb12828
block 1566 4 ffac5e5f
block 1566 5 ff2c9044
block 1566 6 ff6d6d6d
block 1567 * 73353535
block 1568 * ff0a4d4d
block 1568 1 ff0c5455
block 1568 2 ff127979
block 1568 4 ff095253
block 1568 5 ff095353
block 1568 6 ff0d5161
block 1568 7 ff323b3a
block 1569 * 05144043
block 1570 0 ff296568
block 1570 1 ff296568
block 1570 2 ff10676b
block 1571 0 9d776d67
block 1571 1 9d776d67
block 1571 2 9d776d67
block 1572 0 9d776d67
block 1572 1 9d776d67
block 1572 2 9d776d67
block 1573 * ff392a34
block 1574 * ff194540
block 1575 * ff2c312c
block 1576 * ff3d5a45
block 1576 1 ff375e3e
block 1576 2 ff5a746e
block 1576 3 ff4c7d64
block 1577 * 19283d2e
block 1578 * ff333030
block 1579 * ff2a2516
block 1580 * ff877272
block 1580 0 ff8f8181
block 1580 1 ff8f8181
